2018-19,,,,,2017-18,,,,,2016-17,,,,,,
Yield Temperature Data,,,,,Yield Temperature Data,,,,,Yield Temperature Data,,,,,,
Upper,,Lower,,,Upper,,Lower,,,Upper,,Lower,,,,
2018/11/1 22:40,16.7102,2018/11/1 22:40,16.8997,,2017/11/1 22:40,15.324,2017/11/1 22:40,15.9484,,2016/11/1 22:40,13.9323,2016/11/2 11:50,13.7314,,,
2018/11/1 22:50,16.7402,2018/11/1 22:50,16.9264,,2017/11/1 22:50,15.4268,2017/11/1 22:50,16.0065,,2016/11/1 22:50,13.9802,2016/11/2 12:00,13.7327,,,
2018/11/1 23:00,16.8274,2018/11/1 23:00,17.0912,,2017/11/1 23:00,15.6927,2017/11/1 23:00,16.0325,,2016/11/1 23:00,13.9801,2016/11/2 12:10,13.7247,,,
2018/11/1 23:10,16.9301,2018/11/1 23:10,17.204,,2017/11/1 23:10,15.699,2017/11/1 23:10,16.1178,,2016/11/1 23:10,14.0045,2016/11/2 12:20,13.6858,,,
2018/11/1 23:20,17.0803,2018/11/1 23:20,17.3093,,2017/11/1 23:20,15.911,2017/11/1 23:20,16.2076,,2016/11/1 23:20,13.986,2016/11/2 12:30,13.7126,,,
2018/11/1 23:30,17.214,2018/11/1 23:30,17.4426,,2017/11/1 23:30,16.0407,2017/11/1 23:30,16.2618,,2016/11/1 23:30,13.9808,2016/11/2 12:40,13.9074,,,
2018/11/1 23:40,17.2937,2018/11/1 23:40,17.637,,2017/11/1 23:40,16.1087,2017/11/1 23:40,16.3004,,2016/11/1 23:40,13.97,2016/11/2 12:50,13.9859,,,
2018/11/1 23:50,17.3867,2018/11/1 23:50,17.8168,,2017/11/1 23:50,16.1526,2017/11/1 23:50,16.3153,,2016/11/1 23:50,13.9794,2016/11/2 13:00,14.0383,,,
2018/11/2 0:00,17.4003,2018/11/2 0:00,17.8558,,2017/11/2 0:00,16.1485,2017/11/2 0:00,16.3395,,2016/11/2 0:00,14.0022,2016/11/2 13:10,14.0986,,,
2018/11/2 0:10,17.3867,2018/11/2 0:10,18.14,,2017/11/2 0:10,16.1647,2017/11/2 0:10,16.4104,,2016/11/2 0:10,14.0264,2016/11/2 13:20,14.1293,,,
2018/11/2 0:20,17.3597,2018/11/2 0:20,18.2955,,2017/11/2 0:20,16.2077,2017/11/2 0:20,16.4805,,2016/11/2 0:20,14.0348,2016/11/2 13:30,14.1549,,,
2018/11/2 0:30,17.3348,2018/11/2 0:30,18.118,,2017/11/2 0:30,16.2622,2017/11/2 0:30,16.5276,,2016/11/2 0:30,14.042,2016/11/2 13:40,14.1808,,,
2018/11/2 0:40,17.3246,2018/11/2 0:40,18.0894,,2017/11/2 0:40,16.329,2017/11/2 0:40,16.5291,,2016/11/2 0:40,14.0712,2016/11/2 13:50,14.1825,,,
2018/11/2 0:50,17.3332,2018/11/2 0:50,18.2401,,2017/11/2 0:50,16.4124,2017/11/2 0:50,16.5175,,2016/11/2 0:50,14.1069,2016/11/2 14:00,14.1937,,,
2018/11/2 1:00,17.3257,2018/11/2 1:00,18.5139,,2017/11/2 1:00,16.4955,2017/11/2 1:00,16.4347,,2016/11/2 1:00,14.1124,2016/11/2 14:10,14.1978,,,
2018/11/2 1:10,17.3416,2018/11/2 1:10,18.695,,2017/11/2 1:10,16.578,2017/11/2 1:10,16.3832,,2016/11/2 1:10,14.1094,2016/11/2 14:20,14.2059,,,
2018/11/2 1:20,17.3026,2018/11/2 1:20,18.4939,,2017/11/2 1:20,16.6783,2017/11/2 1:20,16.402,,2016/11/2 1:20,14.1211,2016/11/2 14:30,14.2058,,,
2018/11/2 1:30,17.4012,2018/11/2 1:30,18.2667,,2017/11/2 1:30,16.6565,2017/11/2 1:30,16.4571,,2016/11/2 1:30,14.1443,2016/11/2 14:40,14.1845,,,
2018/11/2 1:40,17.2616,2018/11/2 1:40,18.2009,,2017/11/2 1:40,16.648,2017/11/2 1:40,16.4653,,2016/11/2 1:40,14.1665,2016/11/2 14:50,14.1514,,,
2018/11/2 1:50,17.1491,2018/11/2 1:50,18.1906,,2017/11/2 1:50,16.6223,2017/11/2 1:50,16.4377,,2016/11/2 1:50,14.2025,2016/11/2 15:00,14.1331,,,
2018/11/2 2:00,17.1993,2018/11/2 2:00,18.1596,,2017/11/2 2:00,16.6516,2017/11/2 2:00,16.3743,,2016/11/2 2:00,14.2791,2016/11/2 15:10,14.1254,,,
2018/11/2 2:10,17.3574,2018/11/2 2:10,18.0853,,2017/11/2 2:10,16.7386,2017/11/2 2:10,16.3291,,2016/11/2 2:10,14.3324,2016/11/2 15:20,14.0849,,,
2018/11/2 2:20,17.2621,2018/11/2 2:20,17.7968,,2017/11/2 2:20,16.7623,2017/11/2 2:20,16.2714,,2016/11/2 2:20,14.3545,2016/11/2 15:30,14.0674,,,
2018/11/2 2:30,17.3034,2018/11/2 2:30,17.5673,,2017/11/2 2:30,16.7496,2017/11/2 2:30,16.2846,,2016/11/2 2:30,14.3837,2016/11/2 15:40,14.053,,,
2018/11/2 2:40,17.14,2018/11/2 2:40,17.7623,,2017/11/2 2:40,16.6879,2017/11/2 2:40,16.3083,,2016/11/2 2:40,14.3936,2016/11/2 15:50,14.0427,,,
2018/11/2 2:50,17.0841,2018/11/2 2:50,17.8749,,2017/11/2 2:50,16.643,2017/11/2 2:50,16.3566,,2016/11/2 2:50,14.4267,2016/11/2 16:00,14.0426,,,
2018/11/2 3:00,17.1205,2018/11/2 3:00,18.0075,,2017/11/2 3:00,16.6487,2017/11/2 3:00,16.3776,,2016/11/2 3:00,14.4503,2016/11/2 16:10,14.0285,,,
2018/11/2 3:10,17.1466,2018/11/2 3:10,18.0658,,2017/11/2 3:10,16.668,2017/11/2 3:10,16.2843,,2016/11/2 3:10,14.4444,2016/11/2 16:20,14.023,,,
2018/11/2 3:20,17.2688,2018/11/2 3:20,17.9939,,2017/11/2 3:20,16.6768,2017/11/2 3:20,16.2197,,2016/11/2 3:20,14.5619,2016/11/2 16:30,14.0002,,,
2018/11/2 3:30,17.4076,2018/11/2 3:30,17.8889,,2017/11/2 3:30,16.6693,2017/11/2 3:30,16.1596,,2016/11/2 3:30,14.6899,2016/11/2 16:40,13.9437,,,
2018/11/2 3:40,17.3986,2018/11/2 3:40,17.7261,,2017/11/2 3:40,16.6674,2017/11/2 3:40,15.895,,2016/11/2 3:40,14.7513,2016/11/2 16:50,13.8748,,,
2018/11/2 3:50,17.41,2018/11/2 3:50,17.7314,,2017/11/2 3:50,16.6952,2017/11/2 3:50,15.8312,,2016/11/2 3:50,14.8114,2016/11/2 17:00,13.8208,,,
2018/11/2 4:00,17.4322,2018/11/2 4:00,17.7625,,2017/11/2 4:00,16.7777,2017/11/2 4:00,15.9152,,2016/11/2 4:00,14.8898,2016/11/2 17:10,13.788,,,
2018/11/2 4:10,17.5097,2018/11/2 4:10,17.8052,,2017/11/2 4:10,16.8586,2017/11/2 4:10,15.9948,,2016/11/2 4:10,14.9238,2016/11/2 17:20,13.7601,,,
2018/11/2 4:20,17.6021,2018/11/2 4:20,17.8177,,2017/11/2 4:20,16.8142,2017/11/2 4:20,16.1155,,2016/11/2 4:20,14.9512,2016/11/2 17:30,13.7256,,,
2018/11/2 4:30,17.5991,2018/11/2 4:30,17.7978,,2017/11/2 4:30,16.8329,2017/11/2 4:30,16.2159,,2016/11/2 4:30,14.9132,2016/11/2 17:40,13.7158,,,
2018/11/2 4:40,17.6111,2018/11/2 4:40,17.8549,,2017/11/2 4:40,16.8471,2017/11/2 4:40,16.2756,,2016/11/2 4:40,14.8603,2016/11/2 17:50,13.6415,,,
2018/11/2 4:50,17.68,2018/11/2 4:50,17.9411,,2017/11/2 4:50,16.7919,2017/11/2 4:50,16.4588,,2016/11/2 4:50,14.8635,2016/11/2 18:00,13.6046,,,
2018/11/2 5:00,17.6039,2018/11/2 5:00,17.8824,,2017/11/2 5:00,16.7628,2017/11/2 5:00,16.5606,,2016/11/2 5:00,14.8915,2016/11/2 18:10,13.5432,,,
2018/11/2 5:10,17.5792,2018/11/2 5:10,17.8637,,2017/11/2 5:10,16.7224,2017/11/2 5:10,16.6502,,2016/11/2 5:10,14.9307,2016/11/2 18:20,13.532,,,
2018/11/2 5:20,17.5546,2018/11/2 5:20,17.7927,,2017/11/2 5:20,16.6957,2017/11/2 5:20,16.6169,,2016/11/2 5:20,14.9446,2016/11/2 18:30,13.5024,,,
2018/11/2 5:30,17.5723,2018/11/2 5:30,17.821,,2017/11/2 5:30,16.6585,2017/11/2 5:30,16.5239,,2016/11/2 5:30,14.9426,2016/11/2 18:40,13.3815,,,
2018/11/2 5:40,17.6247,2018/11/2 5:40,17.9381,,2017/11/2 5:40,16.641,2017/11/2 5:40,16.3109,,2016/11/2 5:40,14.928,2016/11/2 18:50,13.3043,,,
2018/11/2 5:50,17.6633,2018/11/2 5:50,17.7937,,2017/11/2 5:50,16.6408,2017/11/2 5:50,16.1609,,2016/11/2 5:50,14.895,2016/11/2 20:50,13.633,,,
2018/11/2 6:00,17.6419,2018/11/2 6:00,17.5313,,2017/11/2 6:00,16.6486,2017/11/2 6:00,16.2742,,2016/11/2 6:00,14.8986,2016/11/2 21:00,13.7054,,,
2018/11/2 6:10,17.4703,2018/11/2 6:10,17.4154,,2017/11/2 6:10,16.6514,2017/11/2 6:10,16.4314,,2016/11/2 6:10,14.8805,2016/11/2 21:10,13.7487,,,
2018/11/2 6:20,17.421,2018/11/2 6:20,17.3798,,2017/11/2 6:20,16.62,2017/11/2 6:20,16.4138,,2016/11/2 6:20,14.853,2016/11/2 21:20,13.7824,,,
2018/11/2 6:30,17.4109,2018/11/2 6:30,17.5183,,2017/11/2 6:30,16.5848,2017/11/2 6:30,16.4055,,2016/11/2 6:30,14.8217,2016/11/2 21:30,13.7982,,,
2018/11/2 6:40,17.394,2018/11/2 6:40,17.7173,,2017/11/2 6:40,16.577,2017/11/2 6:40,16.4154,,2016/11/2 6:40,14.8042,2016/11/2 21:40,13.8183,,,
2018/11/2 6:50,17.3932,2018/11/2 6:50,17.7224,,2017/11/2 6:50,16.5627,2017/11/2 6:50,16.4336,,2016/11/2 6:50,14.4697,2016/11/2 21:50,13.8846,,,
2018/11/2 7:00,17.3479,2018/11/2 7:00,17.8264,,2017/11/2 7:00,16.5046,2017/11/2 7:00,16.4267,,2016/11/2 7:00,14.4224,2016/11/2 22:00,13.9626,,,
2018/11/2 7:10,17.3795,2018/11/2 7:10,17.8432,,2017/11/2 7:10,16.4614,2017/11/2 7:10,16.4106,,2016/11/2 7:10,14.5036,2016/11/2 22:10,14.027,,,
2018/11/2 7:20,17.359,2018/11/2 7:20,18.0225,,2017/11/2 7:20,16.4297,2017/11/2 7:20,16.4345,,2016/11/2 7:20,14.5396,2016/11/2 22:20,14.074,,,
2018/11/2 7:30,17.3618,2018/11/2 7:30,18.2471,,2017/11/2 7:30,16.4409,2017/11/2 7:30,16.4703,,2016/11/2 7:30,14.4507,2016/11/2 22:30,14.1153,,,
2018/11/2 7:40,17.3306,2018/11/2 7:40,18.2672,,2017/11/2 7:40,16.417,2017/11/2 7:40,16.4745,,2016/11/2 7:40,14.3102,2016/11/2 22:40,14.1453,,,
2018/11/2 7:50,17.3539,2018/11/2 7:50,18.2039,,2017/11/2 7:50,16.3766,2017/11/2 7:50,16.4959,,2016/11/2 7:50,14.2363,2016/11/2 22:50,14.188,,,
2018/11/2 8:00,17.3181,2018/11/2 8:00,18.1288,,2017/11/2 8:00,16.3305,2017/11/2 8:00,16.5271,,2016/11/2 8:00,14.133,2016/11/2 23:00,14.2239,,,
2018/11/2 8:10,17.2705,2018/11/2 8:10,18.0401,,2017/11/2 8:10,16.2956,2017/11/2 8:10,16.5139,,2016/11/2 8:10,14.1248,2016/11/2 23:10,14.2702,,,
2018/11/2 8:20,17.2829,2018/11/2 8:20,18.2478,,2017/11/2 8:20,16.2597,2017/11/2 8:20,16.4861,,2016/11/2 8:20,13.985,2016/11/2 23:20,14.3091,,,
2018/11/2 8:30,17.2874,2018/11/2 8:30,18.1845,,2017/11/2 8:30,16.2668,2017/11/2 8:30,16.452,,2016/11/2 8:30,13.9984,2016/11/2 23:30,14.3576,,,
2018/11/2 8:40,17.2834,2018/11/2 8:40,18.2031,,2017/11/2 8:40,16.2451,2017/11/2 8:40,16.391,,2016/11/2 8:40,14.0205,2016/11/2 23:40,14.4056,,,
2018/11/2 8:50,17.2662,2018/11/2 8:50,18.3457,,2017/11/2 8:50,16.1796,2017/11/2 8:50,16.3623,,2016/11/2 8:50,14.0246,2016/11/2 23:50,14.4542,,,
2018/11/2 9:00,17.2247,2018/11/2 9:00,18.2774,,2017/11/2 9:00,16.1708,2017/11/2 9:00,16.3379,,2016/11/2 9:00,14.044,2016/11/3 0:50,14.8494,,,
2018/11/2 9:10,17.1329,2018/11/2 9:10,18.1023,,2017/11/2 9:10,16.1513,2017/11/2 9:10,16.239,,2016/11/2 9:10,14.0659,2016/11/3 1:00,14.93,,,
2018/11/2 9:20,17.0614,2018/11/2 9:20,18.0851,,2017/11/2 9:20,16.1362,2017/11/2 9:20,16.2268,,2016/11/2 9:20,14.0882,2016/11/3 1:10,15.0519,,,
2018/11/2 9:30,17.0331,2018/11/2 9:30,18.2083,,2017/11/2 9:30,16.1291,2017/11/2 9:30,16.1914,,2016/11/2 9:30,14.128,2016/11/3 1:20,15.0825,,,
2018/11/2 9:40,16.9473,2018/11/2 9:40,17.9889,,2017/11/2 9:40,16.0962,2017/11/2 9:40,16.1678,,2016/11/2 9:40,14.2295,2016/11/3 1:30,15.1751,,,
2018/11/2 9:50,16.8902,2018/11/2 9:50,17.7719,,2017/11/2 9:50,16.0625,2017/11/2 9:50,16.1664,,2016/11/2 9:50,14.2748,2016/11/3 1:40,15.2055,,,
2018/11/2 10:00,16.7184,2018/11/2 10:00,17.5832,,2017/11/2 10:00,16.0376,2017/11/2 10:00,16.1603,,2016/11/2 10:00,14.266,2016/11/3 1:50,15.1967,,,
2018/11/2 10:10,16.6822,2018/11/2 10:10,17.187,,2017/11/2 10:10,16.0005,2017/11/2 10:10,16.1348,,2016/11/2 10:10,14.2848,2016/11/3 2:00,15.2017,,,
2018/11/2 10:20,16.5863,2018/11/2 10:20,17.1449,,2017/11/2 10:20,15.983,2017/11/2 10:20,16.1042,,2016/11/2 10:20,14.2649,2016/11/3 2:10,15.197,,,
2018/11/2 10:30,16.5182,2018/11/2 10:30,16.8545,,2017/11/2 10:30,15.9737,2017/11/2 10:30,16.065,,2016/11/2 10:30,14.25,2016/11/3 2:20,15.243,,,
2018/11/2 10:40,16.4061,2018/11/2 10:40,16.5826,,2017/11/2 10:40,15.9843,2017/11/2 10:40,16.0207,,2016/11/2 10:40,14.2415,2016/11/3 2:30,15.2761,,,
2018/11/2 10:50,16.3828,2018/11/2 10:50,16.365,,2017/11/2 10:50,16.0135,2017/11/2 10:50,16.0015,,2016/11/2 10:50,14.2037,2016/11/3 2:40,15.1751,,,
2018/11/2 11:00,16.3661,2018/11/2 11:00,16.3425,,2017/11/2 11:00,16.0894,2017/11/2 11:00,16.0055,,2016/11/2 11:00,14.1625,2016/11/3 2:50,15.2206,,,
2018/11/2 11:10,16.3822,2018/11/2 11:10,16.3144,,2017/11/2 11:10,16.0768,2017/11/2 11:10,15.9788,,2016/11/2 11:10,14.1613,2016/11/3 3:00,15.2248,,,
2018/11/2 11:20,16.3738,2018/11/2 11:20,15.975,,2017/11/2 11:20,16.0909,2017/11/2 11:20,15.9349,,2016/11/2 11:20,14.1875,2016/11/3 3:10,15.2139,,,
2018/11/2 11:30,16.3082,2018/11/2 11:30,15.8861,,2017/11/2 11:30,16.1057,2017/11/2 11:30,15.8851,,2016/11/2 11:30,14.2412,2016/11/3 3:20,15.3011,,,
2018/11/2 11:40,16.2981,2018/11/2 11:40,16.561,,2017/11/2 11:40,16.1035,2017/11/2 11:40,15.8398,,2016/11/2 11:40,14.2449,2016/11/3 3:30,15.4476,,,
2018/11/2 11:50,16.2918,2018/11/2 11:50,16.4178,,2017/11/2 11:50,16.0384,2017/11/2 11:50,15.8203,,2016/11/2 11:50,14.274,2016/11/3 3:40,15.2444,,,
2018/11/2 12:00,16.3308,2018/11/2 12:00,16.6007,,2017/11/2 12:00,16.0413,2017/11/2 12:00,15.7857,,2016/11/2 12:00,14.1949,2016/11/3 3:50,15.0814,,,
2018/11/2 12:10,16.3128,2018/11/2 12:10,16.5182,,2017/11/2 12:10,16.0357,2017/11/2 12:10,15.7458,,2016/11/2 12:10,14.177,2016/11/3 4:00,15.0408,,,
2018/11/2 12:20,16.2394,2018/11/2 12:20,16.4432,,2017/11/2 12:20,16.0272,2017/11/2 12:20,15.6922,,2016/11/2 12:20,14.17,2016/11/3 4:10,15.0345,,,
2018/11/2 12:30,16.1609,2018/11/2 12:30,16.1973,,2017/11/2 12:30,16.0039,2017/11/2 12:30,15.6665,,2016/11/2 12:30,14.1088,2016/11/3 4:20,14.9618,,,
2018/11/2 12:40,16.1554,2018/11/2 12:40,16.1223,,2017/11/2 12:40,15.9868,2017/11/2 12:40,15.633,,2016/11/2 12:40,14.048,2016/11/3 4:30,14.8976,,,
2018/11/2 12:50,16.3752,2018/11/2 12:50,15.9545,,2017/11/2 12:50,15.9778,2017/11/2 12:50,15.5934,,2016/11/2 12:50,14.0038,2016/11/3 4:40,14.9789,,,
2018/11/2 13:00,16.357,2018/11/2 13:00,15.6179,,2017/11/2 13:00,15.9572,2017/11/2 13:00,15.5355,,2016/11/2 13:00,13.9719,2016/11/3 4:50,15.1375,,,
2018/11/2 13:10,16.2741,2018/11/2 13:10,15.4018,,2017/11/2 13:10,15.9294,2017/11/2 13:10,15.4495,,2016/11/2 13:10,13.9385,2016/11/3 5:00,15.1719,,,
2018/11/2 13:20,16.263,2018/11/2 13:20,15.1697,,2017/11/2 13:20,15.9181,2017/11/2 13:20,15.3561,,2016/11/2 13:20,13.8852,2016/11/3 5:10,15.0771,,,
2018/11/2 13:30,16.1193,2018/11/2 13:30,14.9772,,2017/11/2 13:30,15.899,2017/11/2 13:30,15.297,,2016/11/2 13:30,13.8805,2016/11/3 5:20,15.0929,,,
2018/11/2 13:40,15.8748,2018/11/2 13:40,14.7028,,2017/11/2 13:40,15.8934,2017/11/2 13:40,15.2414,,2016/11/2 13:40,13.8647,2016/11/3 5:30,15.0186,,,
2018/11/2 13:50,15.8166,2018/11/2 13:50,14.4612,,2017/11/2 13:50,15.8715,2017/11/2 13:50,15.1556,,2016/11/2 13:50,13.8663,2016/11/3 5:40,14.8989,,,
2018/11/2 14:00,15.6796,2018/11/2 14:00,14.2754,,2017/11/2 14:00,15.8368,2017/11/2 14:00,15.0809,,2016/11/2 14:00,13.8379,2016/11/3 5:50,14.9398,,,
2018/11/2 14:10,15.6648,2018/11/2 14:10,13.9917,,2017/11/2 14:10,15.8108,2017/11/2 14:10,15.0009,,2016/11/2 14:10,13.8473,2016/11/3 7:00,14.3888,,,
2018/11/2 14:20,15.76,2018/11/2 14:20,13.9032,,2017/11/2 14:20,15.7653,2017/11/2 14:20,14.9286,,2016/11/2 14:20,13.8644,2016/11/3 7:10,14.3723,,,
2018/11/2 14:30,15.7871,2018/11/2 14:30,13.7438,,2017/11/2 14:30,15.7173,2017/11/2 14:30,14.8493,,2016/11/2 14:30,13.95,2016/11/3 7:20,14.4438,,,
2018/11/2 14:40,15.7491,2018/11/2 14:40,13.5863,,2017/11/2 14:40,15.6628,2017/11/2 14:40,14.7748,,2016/11/2 14:40,14.0296,2016/11/3 7:30,14.4767,,,
2018/11/2 14:50,16.0508,2018/11/2 14:50,12.4464,,2017/11/2 14:50,15.6185,2017/11/2 14:50,14.7042,,2016/11/2 14:50,14.0317,2016/11/3 7:40,14.472,,,
2018/11/2 15:00,16.1761,2018/11/2 15:00,13.1002,,2017/11/2 15:00,15.5691,2017/11/2 15:00,14.6361,,2016/11/2 15:00,14.0304,2016/11/3 7:50,14.4485,,,
2018/11/2 15:10,15.9522,2018/11/2 15:10,12.7248,,2017/11/2 15:10,15.5247,2017/11/2 15:10,14.5625,,2016/11/2 15:10,14.0274,2016/11/3 8:00,14.4331,,,
2018/11/2 15:20,15.7675,2018/11/2 15:20,13.3279,,2017/11/2 15:20,15.504,2017/11/2 15:20,14.4796,,2016/11/2 15:20,14.0225,2016/11/3 8:10,14.4093,,,
2018/11/2 15:30,15.8064,2018/11/2 15:30,13.6035,,2017/11/2 15:30,15.4514,2017/11/2 15:30,14.4094,,2016/11/2 15:30,13.9602,2016/11/3 8:20,14.3808,,,
2018/11/2 15:40,15.8227,2018/11/2 15:40,13.5101,,2017/11/2 15:40,15.4218,2017/11/2 15:40,14.3763,,2016/11/2 15:40,13.884,2016/11/3 8:30,14.3685,,,
2018/11/2 15:50,15.7588,2018/11/2 15:50,14.5612,,2017/11/2 15:50,15.3703,2017/11/2 15:50,14.3326,,2016/11/2 15:50,13.8546,2016/11/3 8:40,14.3464,,,
2018/11/2 16:00,15.6874,2018/11/2 16:00,14.716,,2017/11/2 16:00,15.3036,2017/11/2 16:00,14.2733,,2016/11/2 16:00,13.8193,2016/11/3 8:50,14.3028,,,
2018/11/2 16:10,15.4892,2018/11/2 16:10,14.7496,,2017/11/2 16:10,15.2478,2017/11/2 16:10,14.2418,,2016/11/2 16:10,13.8253,2016/11/3 9:00,14.251,,,
2018/11/2 16:20,15.2617,2018/11/2 16:20,15.1621,,2017/11/2 16:20,15.3282,2017/11/2 16:20,14.2223,,2016/11/2 16:20,13.8103,2016/11/3 9:10,14.2165,,,
2018/11/2 16:30,15.2475,2018/11/2 16:30,15.1278,,2017/11/2 16:30,15.3972,2017/11/2 16:30,14.1914,,2016/11/2 16:30,13.7771,2016/11/3 9:20,14.1905,,,
2018/11/2 16:40,15.4517,2018/11/2 16:40,14.6165,,2017/11/2 16:40,15.4711,2017/11/2 16:40,14.1988,,2016/11/2 16:40,13.7401,2016/11/3 9:30,14.1838,,,
2018/11/2 16:50,15.5183,2018/11/2 16:50,14.8714,,2017/11/2 16:50,15.45,2017/11/2 16:50,14.2171,,2016/11/2 16:50,13.7991,2016/11/3 9:40,14.1339,,,
2018/11/2 17:00,15.5089,2018/11/2 17:00,15.2928,,2017/11/2 17:00,15.4686,2017/11/2 17:00,14.2297,,2016/11/2 17:00,13.7986,2016/11/3 9:50,14.0838,,,
2018/11/2 17:10,15.4964,2018/11/2 17:10,15.4511,,2017/11/2 17:10,15.5451,2017/11/2 17:10,14.23,,2016/11/2 17:10,13.7826,2016/11/3 11:00,14.0953,,,
2018/11/2 17:20,15.3554,2018/11/2 17:20,15.6296,,2017/11/2 17:20,15.6516,2017/11/2 17:20,14.2495,,2016/11/2 17:20,13.7866,2016/11/3 11:10,14.1184,,,
2018/11/2 17:30,15.3659,2018/11/2 17:30,15.7627,,2017/11/2 17:30,15.7192,2017/11/2 17:30,14.3152,,2016/11/2 17:30,13.817,2016/11/3 11:20,14.1235,,,
2018/11/2 17:40,15.3221,2018/11/2 17:40,15.8337,,2017/11/2 17:40,15.7611,2017/11/2 17:40,14.3218,,2016/11/2 17:40,13.8203,2016/11/3 11:30,14.1182,,,
2018/11/2 17:50,15.2724,2018/11/2 17:50,15.7874,,2017/11/2 17:50,15.7872,2017/11/2 17:50,14.2474,,2016/11/2 17:50,13.8175,2016/11/3 11:40,14.1486,,,
2018/11/2 18:00,15.2074,2018/11/2 18:00,15.7662,,2017/11/2 18:00,15.8425,2017/11/2 18:00,14.2731,,2016/11/2 18:00,13.777,2016/11/3 11:50,14.1632,,,
2018/11/2 18:10,15.1584,2018/11/2 18:10,15.7616,,2017/11/2 18:10,15.8618,2017/11/2 18:10,14.2839,,2016/11/2 18:10,13.8509,2016/11/3 12:00,14.1672,,,
2018/11/2 18:20,15.0891,2018/11/2 18:20,15.8019,,2017/11/2 18:20,15.8871,2017/11/2 18:20,14.4155,,2016/11/2 18:20,13.7819,2016/11/3 12:10,14.1866,,,
2018/11/2 18:30,15.0594,2018/11/2 18:30,15.8534,,2017/11/2 18:30,15.9096,2017/11/2 18:30,14.5443,,2016/11/2 18:30,13.7592,2016/11/3 12:20,14.1571,,,
2018/11/2 18:40,15.0156,2018/11/2 18:40,15.8686,,2017/11/2 18:40,15.9267,2017/11/2 18:40,14.6233,,2016/11/2 18:40,13.7603,2016/11/3 12:30,14.0623,,,
2018/11/2 18:50,14.956,2018/11/2 19:00,15.8551,,2017/11/2 18:50,15.9437,2017/11/2 18:50,14.6643,,2016/11/2 18:50,13.774,2016/11/3 12:40,14.04,,,
2018/11/2 19:00,14.9256,2018/11/2 19:10,15.8533,,2017/11/2 19:00,15.9313,2017/11/2 19:00,14.7114,,2016/11/2 19:00,13.7685,2016/11/3 12:50,14.0714,,,
2018/11/2 19:10,14.944,2018/11/2 19:20,15.8383,,2017/11/2 19:10,15.9028,2017/11/2 19:10,14.8339,,2016/11/2 19:10,13.7639,2016/11/3 13:00,14.0925,,,
2018/11/2 19:20,14.9146,2018/11/2 19:30,15.8206,,2017/11/2 19:20,15.8251,2017/11/2 19:20,14.8795,,2016/11/2 19:20,13.7535,2016/11/3 13:10,14.1125,,,
2018/11/2 19:30,14.8341,2018/11/2 19:40,15.7644,,2017/11/2 19:30,15.708,2017/11/2 19:30,14.9365,,2016/11/2 19:30,13.7599,2016/11/3 13:20,14.1123,,,
2018/11/2 19:40,14.8021,2018/11/2 20:00,15.6043,,2017/11/2 19:40,15.6271,2017/11/2 19:40,15.06,,2016/11/2 19:40,13.749,2016/11/3 13:30,14.0884,,,
2018/11/2 20:00,14.8359,2018/11/2 20:10,15.5358,,2017/11/2 19:50,15.5699,2017/11/2 19:50,15.0992,,2016/11/2 19:50,13.7661,2016/11/3 13:40,14.0699,,,
2018/11/2 21:10,14.8821,2018/11/2 20:20,15.4889,,2017/11/2 20:00,15.5396,2017/11/2 20:00,15.091,,2016/11/2 20:00,13.7499,2016/11/3 13:50,14.0836,,,
2018/11/2 21:20,14.9133,2018/11/2 20:30,15.5211,,2017/11/2 20:10,15.5227,2017/11/2 20:10,15.1421,,2016/11/2 20:10,13.7542,2016/11/3 16:00,13.9456,,,
2018/11/2 21:30,14.9507,2018/11/2 20:40,15.5563,,2017/11/2 20:20,15.6244,2017/11/2 20:20,15.2222,,2016/11/2 20:20,13.7646,2016/11/3 16:10,13.9471,,,
2018/11/2 22:00,15.2312,2018/11/2 21:00,15.3255,,2017/11/2 20:30,15.5905,2017/11/2 20:30,15.2834,,2016/11/2 20:30,13.7823,2016/11/3 16:20,13.909,,,
2018/11/2 22:10,15.2461,2018/11/2 21:10,15.1368,,2017/11/2 20:40,15.542,2017/11/2 20:40,15.3167,,2016/11/2 20:40,13.8037,2016/11/3 16:30,13.8865,,,
2018/11/2 22:50,15.3169,2018/11/2 21:50,15.1093,,2017/11/2 20:50,15.5204,2017/11/2 20:50,15.3228,,2016/11/2 20:50,13.9574,2016/11/3 16:40,13.8819,,,
2018/11/2 23:00,15.2878,2018/11/2 22:00,15.0836,,2017/11/2 21:00,15.4997,2017/11/2 21:00,15.343,,2016/11/2 21:00,13.8199,2016/11/3 16:50,13.8435,,,
2018/11/2 23:10,15.2404,2018/11/2 22:10,14.9195,,2017/11/2 21:10,15.4599,2017/11/2 21:10,15.4296,,2016/11/2 21:10,13.8421,2016/11/3 17:00,13.8121,,,
2018/11/2 23:20,15.233,2018/11/2 22:20,14.0323,,2017/11/2 21:20,15.3222,2017/11/2 21:20,15.5374,,2016/11/2 21:20,13.8423,2016/11/3 17:10,13.7462,,,
2018/11/2 23:30,15.2143,2018/11/2 22:30,14.172,,2017/11/2 21:30,15.209,2017/11/2 21:30,15.5958,,2016/11/2 21:30,13.8462,2016/11/3 17:20,13.6756,,,
